temp_Standard Unit,Super Unit,temp_Secondary Category,Display Category,temp_Display Category ErpId,temp_Primary Category ErpId,temp_Secondary Category ErpId,temp_Product Division ErpId,Product,Variant,PTR,PTR Delta,PTD,Display MRP,MRP,Unit,Alternate Category,Description,Standard Unit Conversion Factor,Super Unit Conversion Factor,Product Erp Id,Schemes,Display Order,Is Promoted,Is Markdown Margin logic,Packaging Type,Minimum Batch Quantity,Pack Size,Color Name,RGB Values,ImageId,Product Weight in gm,Channel,Expiry (Days),GST Category,CESS Category,Short Name,HSN Code,Shelf Life In Days,Net Weight,Gross Weight,PTRMT,PTD Super,PTD Sub,Product_AttributeText1,Product_AttributeText2,Product_AttributeBoolean1,Product_AttributeBoolean2,Product_AttributeNumber1,Product_AttributeNumber2,Product_AttributeDate1,Product_AttributeDate2,GUID,HASHKEY,IsSaleable,AdditionalUnit,AdditionalUnitConversionFactor,Barcode,Product_Property_1,Product_Property_2,Product_Property_3
CAR,KG,MRP 5,Puffitos Cheese Ball MRP 5,BIC6C060748A31285,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Puffitos Cheese Ball MRP 5|25 GM*2.7 KG,,3.5714,,3.36,5,5,PAC,Extruded,Puffitos Cheese Balls 25 Gm(2.7KgC/S)Mrp5,108,40,FI074800250270000D,,2325,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3700250270,21069099,,,25,,3.2,3.36,Puffitos,Puffitos Cheese Balls,,,,,,,c50ed250-0d8e-4eda-8c89-fef0f3b3bf15,A7007C7321569386C769EEF0E65A7C22,TRUE,LADDI,12,,NAGPUR,Domestic,1285
CAR,KG,BULK PACK,Minute Khana Dal Makhani And Rice,DOK3B621792D73501,RTE - CP_Ambient,BULK PACK_RTE - CP_Ambient,D,Dal Makhani And Rice 350 GM*7 KG NGP,,124.5394,,117.49,169,169,PAC,RTE Combos,Retort Dal Makhani Chawal 350Gm (7KgC/s),20,2.857,FO179203500700000D,,863,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFRC2503500700,21069099,,,350,,112.43,117.49,Minute Khana,Dal Makhani And Rice,,,,,,,8bf84c16-5f48-42ec-b52b-bd292b7081a2,87CACCB3CDD6DAA794384A2179EC4A87,TRUE,,,,NAGPUR,Domestic,3501
CAR,KG,MRP 5,Puffitos Corn Curl MRP 5,BIC6C060749A31286,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Puffitos Corn Curl MRP 5|20 GM*2.16 KG,,4.0179,,3.73,5,5,PAC,Extruded,Puffitos Corn Curl 20 Gm(2.16 KG C/S)MRP5,108,50,FI074900200216000D,,2326,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3600200216,21069099,,,20,,0,0,Puffitos,Puffitos Corn Curl,,,,,,,7461497e-4bf2-4932-b55a-8221a3858f1e,71DB21D59B23A1E2CB89496753558519,TRUE,LADDI,12,,NAGPUR,Domestic,1286
CAR,KG,MRP 5,Puffitos Corn Curl MRP 5,BIC6C060749A31286,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Puffitos Corn Curl MRP 5|25 GM*2.7 KG,,3.5714,,3.36,5,5,PAC,Extruded,Puffitos Corn Curl 25 Gm(2.7 Kg C/S)Mrp MRP 5,108,40,FI074900250270000D,,2327,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3600250270,21069099,,,25,,3.2,3.36,Puffitos,Puffitos Corn Curl,,,,,,,9670ab2c-15b7-4720-b65c-bdd95151b1e8,C2F77C716DBCE5B2E3B55B6FB6065695,TRUE,LADDI,12,,NAGPUR,Domestic,1286
CAR,KG,MRP 5,Puffitos Zig Zag MRP 5,BIC6C060750A31287,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Puffitos Zig Zag MRP 5|20 GM*2.16 KG,,3.5714,,3.36,5,5,PAC,Extruded,Puffitos Zig Zag 20 Gm(2.16 KG C/S)MRP MRP 5,108,50,FI075000200216000D,,2328,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3500200216,21069099,,,20,,3.2,3.36,Puffitos,Puffitos Zig Zag,,,,,,,c05d5370-2b47-4065-8f8d-d2ab6b4e47be,A2B237F6C6DC5CD5689AB06581ABBA80,TRUE,LADDI,12,,NAGPUR,Domestic,1287
CAR,KG,MRP 5,Puffitos Zig Zag MRP 5,BIC6C060750A31287,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Puffitos Zig Zag MRP 5|25 GM*2.7 KG,,3.5714,,3.36,5,5,PAC,Extruded,Puffitos Zig Zag 25 Gm (2.7 Kg C/S)Mrp MRP 5,108,40,FI075000250270000D,,2329,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3500250270,21069099,,,25,,3.2,3.36,Puffitos,Puffitos Zig Zag,,,,,,,6a8edf64-1361-455e-a861-5ff371acd5c9,FE2F138E0F5CBBB8661B574A63799AA0,TRUE,LADDI,12,,NAGPUR,Domestic,1287
CAR,KG,BULK PACK,Minute Khana Snacks Jalapeno And Cheese Cocktail Samosa,FFD6B621767D73512,RTE_Frozen,BULK PACK_RTE_Frozen,F,JalapenoCheeseCocktailSamosa460GM NGP,,194.5,,180.09,280,280,PAC,Frozen Indian,Jalapeno&CheeseCocktailSamosa460gm(5.52K,12,2.174,FF176704600552000D,,1293,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK0904600552,21069099,,,460,,,180.09,Minute Khana,Jalapeno And Cheese Cocktail Samosa,,,,,,,ccb7df9a-fca8-4e80-aa62-132951eb96ac,ACD30121693F2826DF1926160A3F32D5,TRUE,,,,NAGPUR,Domestic,3512
CAR,KG,MRP 5,Ringz Masala MRP 5,BIC6C270097A31342,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Ringz Masala MRP 5|18 GM*1.782 KG,,3.5714,,3.36,5,5,PAC,Extruded,Ringz 18 Gm (1.782 Kg C/S),99,55.556,FI009700180178200D,,2464,FALSE,FALSE,,1,A3,,,,0,,,12,,FDPSC0700180178,21069099,,,18,,3.2,3.36,Ringz,Ringz,,,,,,,d09f8bd2-90e3-4833-a4cc-e994d31dae1d,49B76832870F8D76869A04A10A48D149,TRUE,LADDI,9,,NAGPUR,Domestic,1342
CAR,KG,BULK PACK,Minute Khana Spinach And Cheese Nuggets,FFE5B621811D73514,RTE_Frozen,BULK PACK_RTE_Frozen,F,Spinach&CheeseNuggets 360GM*4.32KG NGP,,156.29,,144.72,225,225,PAC,Frozen Western,Spinach&Cheese Nuggets 360Gm(4.32KG C/S),12,2.778,FF181103600432000D,,2776,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK1303600432,21069099,,,360,,,144.72,Minute Khana,Spinach And Cheese Nuggets,,,,,,,a31e208f-9fa0-441c-96dd-f5219254f7c2,C0EFED2339C7F5A6101D3B15A8DF1C1E,TRUE,,,,NAGPUR,Domestic,3514
CAR,KG,BULK PACK,Minute Khana Crispy Potato Fingers,FFE5B621413D73515,RTE_Frozen,BULK PACK_RTE_Frozen,F,Crispy Potato Fingers 360 GM*4.32 KG NGP,,121.56,,112.56,175,175,PAC,Frozen Western,Crispy Potato Fingers 360 GM(4.32kg C/S),12,2.778,FF141303600432000D,,845,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK1403600432,21069099,,,360,,,112.56,Minute Khana,Crispy Potato Fingers,,,,,,,bc3df345-0094-47ff-9bda-385766dd38a3,F9D354591D430C476A3C66375A2B4265,TRUE,,,,NAGPUR,Domestic,3515
CAR,KG,BULK PACK,Frozen Others Frozen Others Frozen,FFD6L735351D73581,RTE_Frozen,BULK PACK_RTE_Frozen,F,Khaman 500 GM*6 KG NGP,,90.3029,,83.61,130,130,PAC,Frozen Indian,Khaman 500 Gm (6.00 Kg C/S),12,2,FF556405000600000D,,1377,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK1705000600,21069099,,,500,,,83.61,Frozen Indian,Khaman,,,,,,,74ca92e4-7602-4c07-838c-cfdf1150c941,45E0940AA9D2D9DDF49B2B47773EF37E,TRUE,,,,NAGPUR,Domestic,3581
CAR,KG,BULK PACK,Minute Khana Chilli Cheese Balls,FFE5B621371D73516,RTE_Frozen,BULK PACK_RTE_Frozen,F,Chilli Cheese Balls 360 GM*4.32 KG NGP,,166.71,,154.36,240,240,PAC,Frozen Western,Chilli Cheese Ball 360 GM (4.32 KG C/S),12,2.778,FF137103600432000D,,473,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK1803600432,21069099,,,360,,,154.36,Minute Khana,Chilli Cheese Balls,,,,,,,576f6dab-28e2-4b71-9314-56d0e58b4167,B3D0A17ED2377D4457BABB88A28B01FA,TRUE,,,,NAGPUR,Domestic,3516
CAR,KG,BULK PACK,Minute Khana Veg And Cheese Poppons,FFE5B621812D73518,RTE_Frozen,BULK PACK_RTE_Frozen,F,Veg Cheese Poppons 360GM*4.32KG NGP,,149.35,,138.28,215,215,PAC,Frozen Western,Veg & Cheese Poppons 360 Gm(4.32KG C/s),12,2.778,FF181203600432000D,,2981,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK2003600432,21069099,,,360,,,138.28,Minute Khana,Veg And Cheese Poppons,,,,,,,3497ec7f-15de-4368-8570-58b9ef747b62,AF5DB82A9EE27E536F0D3ACA1852720F,TRUE,,,,NAGPUR,Domestic,3518
CAR,KG,BULK PACK,Minute Khana Snacks Aloo Bonda,FFD6B621768D73521,RTE_Frozen,BULK PACK_RTE_Frozen,F,Aloo Bonda 400 GM*4.8 KG NGP,,145.6382,,130.03,199,199,PAC,Frozen Indian,Alu Bonda 400 Gm (4.80 Kg C/S),12,2.5,FF176804000480000D,,90,FALSE,FALSE,,1,D7,,,,0,,,12,,FDFSK2704000480,20041000,,,400,,118.21,130.03,Minute Khana,Aloo Bonda,,,,,,,d9f83b73-66b7-49da-be40-df05a3210b3f,751B1065117182192F32E86CED8496DB,TRUE,,,,NAGPUR,Domestic,3521
CAR,KG,BULK PACK,Frozen Others Frozen Others Khaman,FFD6L731666D73523,RTE_Frozen,BULK PACK_RTE_Frozen,F,Rice Khaman 300 GM*3.6 KG NGP,,59.0442,,54.67,85,85,PAC,Frozen Indian,Rice Khaman 300 Gm (3.60 Kg C/S),12,3.333,FF166603000360000D,,2463,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK3203000360,21069099,,,300,,,54.67,Frozen Indian,Rice Khaman,,,,,,,20a28ead-3eee-4ab3-aec4-a139d6f4b55e,3F8BCF8EC43B9D7CB6FDEE01B4A5112C,TRUE,,,,NAGPUR,Domestic,3523
CAR,KG,BULK PACK,Minute Khana Corn And Cheese Fingers,FFE5B621813D73524,RTE_Frozen,BULK PACK_RTE_Frozen,F,Corn & Cheese Fingers 360GM*4.32KG NGP,,149.35,,138.28,215,215,PAC,Frozen Western,Corn & Cheese Fingers 360 GM(4.32KG C/S),12,2.778,FF181303600432000D,,817,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK3303600432,21069099,,,360,,,138.28,Minute Khana,Corn And Cheese Fingers,,,,,,,a2c4fbe8-4583-47f2-a825-507b4fc32a2f,95FC2FE8A60A4D97ACA7BC494F32E232,TRUE,,,,NAGPUR,Domestic,3524
CAR,KG,BULK PACK,Minute Khana Cheese Jalapeno Triangle,FFE5B621366D73526,RTE_Frozen,BULK PACK_RTE_Frozen,F,CheeseJalapenoTriangle 360GM*4.32KG NGP,,173.66,,160.8,250,250,PAC,Frozen Western,Cheese jalapenoTriangle360GM(4.32kG C/S),12,2.778,FF136603600432000D,,450,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK3403600432,21069099,,,360,,,160.8,Minute Khana,Cheese Jalapeno Triangle,,,,,,,15d4e1f6-7677-479e-9f5b-a9f4147a2127,2AACC5645D55EB77BA9DD91D4989ED8C,TRUE,,,,NAGPUR,Domestic,3526
CAR,KG,MRP 5,Ringz Masala MRP 5,BIC6C270097A31342,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Ringz Masala MRP 5|18 GM*2.592 KG,,3.5714,,3.36,5,5,PAC,Extruded,Ringz 18 Gm (2.592 Kg C/S),144,55.556,FI009700180259200D,,2465,FALSE,FALSE,,1,A3,,,,0,,,12,,FDPSC0700180259,21069099,,,18,0,3.2,3.36,Ringz,Ringz,,,,,,,75a1b066-7197-4a87-a431-51567e35966c,53F5DDB00281839F4492B3397F091543,TRUE,LADDI,12,,NAGPUR,Domestic,1342
CAR,KG,MRP 5,Ringz Masala MRP 5,BIC6C270097A31342,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Ringz Masala MRP 5|20 GM*1.98 KG,,3.5714,,3.36,5,5,PAC,Extruded,Ringz 20 Gm C/s 1.98 Kg,99,50,FI009700200198000D,,2467,FALSE,FALSE,,1,A3,,,,0,,,12,,FDPSC0700200198,21069099,,,20,,3.2,3.36,Ringz,Ringz,,,,,,,e3a16703-f5ee-4e9d-96f3-a59877898c41,717D0BA0047749634DDA2DF6FA2411C9,TRUE,LADDI,9,,NAGPUR,Domestic,1342
CAR,KG,BULK PACK,Minute Khana Frozen Meal Choley Bhature,FFD8B620299D73529,RTE_Frozen,BULK PACK_RTE_Frozen,F,FrozenMealCholeyBhature 400GM*4.8KG NGP,,97.2492,,90.04,140,140,PAC,Frozen Meal,Chole Bhature 400gm (4.8 Kg C/s),12,2.5,FF029904000480000D,,1006,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK3704000480,21069099,,,400,,,90.04,Minute Khana,Frozen Meal Choley Bhature,,,,,,,e8c1536b-268e-4820-8b78-0475a0ee0f0f,F021FD9AAE58F5CDE66A2A33AF24F0A6,TRUE,,,,NAGPUR,Domestic,3529
CAR,KG,MRP 5,Ringz Masala MRP 5,BIC6C270097A31342,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Ringz Masala MRP 5|18 GM*3.45 KG,,3.5714,,3.36,5,5,PAC,Extruded,Ringz 18 Gm (3.456 Kg C/S) Rs MRP 5/-,192,55.556,FI009700180345600D,,2466,FALSE,FALSE,,1,A3,,,,0,,,12,,FDPSC0700180345,21069099,,,18,,3.2,3.36,Ringz,Ringz,,,,,,,a8ba3649-81f3-461c-bcf5-e04bb6674d21,6AC4DC7D31A6BCDF91D691B6373EAD70,TRUE,LADDI,12,,NAGPUR,Domestic,1342
CAR,KG,MRP 5,Snaclite Katori Cup Masala MRP 5,BIC6C490044A33850,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snaclite Katori Cup Masala 22 GM*2.64 KG,,3.5714,,3.36,5,5,PAC,Extruded,SnacLiteKatoriCupMasala 22g (2.6 4000 GM)Rs.5,120,45.455,FI004500220264001D,,2681,FALSE,FALSE,,1,A3,,,,22,,,12,,FDNMG0900220264,21069099,,,22,0,3.2,3.36,Snac Lite,Katori Cup Tomato,,,,,,,cfc7da93-274b-4a19-ac24-db010c3ae6e9,3B55A3D354089A17C4263319E64613E7,TRUE,LADDI,12,,NAGPUR,Domestic,3722
CAR,KG,BULK PACK,Dosa Ball 1.5 Kg,FFD6B620033D70572,RTE_Frozen,BULK PACK_RTE_Frozen,F,Dosa Ball 1.5 KG*9 KG NGP,,304.7899,,277.08,359.65,359.65,PAC,Frozen Indian,Dosa Balls 1.5 Kg (9 Kg C/s),6,0.667,FF003315000900000D,,892,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK5315000900,21069099,,,1500,,265.15,277.08,Minute Khana,Dosa Ball,,,,,,,384496dc-6bb8-449e-8b70-e28903b4b8e0,AE92B16C9BB8D1633B2B497F87E3366C,TRUE,,,,NAGPUR,Domestic,572
CAR,KG,BULK PACK,Minute Khana Pizza Square,FFE5B621628D73532,RTE_Frozen,BULK PACK_RTE_Frozen,F,Pizza Square 360 GM*4.32 KG NGP,,159.77,,147.93,230,230,PAC,Frozen Western,Pizza Square 360 GM (4.32KG C/G),12,2.778,FF162803600432000D,,2249,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK5403600432,21069099,,,360,,,147.93,Minute Khana,Pizza Square,,,,,,,75aa2462-2603-4cf1-a87d-17a8ce25cd11,16A2D314C33AE86A52AB2C52A16199B1,TRUE,,,,NAGPUR,Domestic,3532
CAR,KG,MRP 5,Snaclite Katori Cup Masala MRP 5,BIC6C490044A33850,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snaclite Katori Cup Tomato 22 GM*2.64 KG,,3.5714,,3.36,5,5,PAC,Extruded,Snac LiteKatoriCupMasala 22g(2.6 4000 GM)Rs.5,120,45.455,FI004500220264002D,,2682,FALSE,FALSE,,1,A3,,,,22,,,12,,FDNMG8200220264,21069099,,,22,0,3.2,3.36,Snac Lite,Katori Cup Masala,,,,,,,7596ac6c-9c8a-4487-868a-f8529acaa2a8,067E30DC6E096BC0665EDE146F0233E1,TRUE,LADDI,12,,NAGPUR,Domestic,3722
CAR,KG,BULK PACK,Minute Khana Paneer Tikka Samosa,FFD6B620080D73533,RTE_Frozen,BULK PACK_RTE_Frozen,F,Paneer Tikka Samosa 460 GM*5.52 KG NGP,,166.71,,154.36,240,240,PAC,Frozen Indian,Paneer Tikka Samosa 460Gm (5.52Kg C/S),12,2.174,FF008004600552000D,,2048,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK6304600552,21069099,,,460,,,154.36,Minute Khana,Paneer Tikka Samosa,,,,,,,21028018-84b8-44d3-a48e-4e0e34fbb553,0E6BB8A780214041858CABAA80DD50C4,TRUE,,,,NAGPUR,Domestic,3533
CAR,KG,MRP 5,Snaclite Noodle Sticks MRP 5,BIC6C490110A33857,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snaclite Noodle Sticks 22 GM*3.168 KG,,3.6608,,3.42,5,5,PAC,Extruded,Snaclite NOODLE STICKS 22 Gm*3.1680,144,45.455,FI011000220316800D,,2685,FALSE,FALSE,,1,A3,,,,0,,,12,,F4493000552R,21069099,,,22,,,3.42,Snac Lite,Snaclite Noodle Sticks,,,,,,,8329f92c-59da-4510-ad23-c2478547c808,EAD8F6505509FDF1B51BC85600869E5F,TRUE,LADDI,12,,NOIDA,Domestic,3857
CAR,KG,BULK PACK,Minute Khana Paneer Schezwan Wrap,FFE6B620079D73534,RTE_Frozen,BULK PACK_RTE_Frozen,F,Paneer SchezwanWrap 156GM*3.744KG NGP,,76.4101,,68.22,110,110,PAC,Frozen Wraps,Paneer Schezwan Wrap 156Gm (3.744Kg C/S),24,6.41,FF007901560374400D,,2044,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK7001560374,21069099,,,156,,62.02,68.22,Minute Khana,Paneer Schezwan Wrap,,,,,,,1de5bf75-45b6-472c-a864-93eb4493aa8b,B0B9573D03D1002F385C59E4C98BA456,TRUE,,,,NAGPUR,Domestic,3534
CAR,KG,BULK PACK,Minute Khana Mix Veg Kulcha,FFD3B621557D73536,RTE_Frozen,BULK PACK_RTE_Frozen,F,Mix Veg Kulcha 400 GM*4.8 KG NGP,,125.0347,,111.63,180,180,PAC,Frozen Breads,Mix Veg Kulcha 400gm (4.800 kg C/s),12,2.5,FF155704000480000D,,1774,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK7204000480,21069099,,,400,,101.48,111.63,Minute Khana,Mix Veg Kulcha,,,,,,,223257d0-e486-417f-b987-a62311b13e4b,180A560F5BBA8479860F793D6D8AD1C9,TRUE,,,,NAGPUR,Domestic,3536
CAR,KG,BULK PACK,Minute Khana Vegetable Cutlet,FFD6B620121D73538,RTE_Frozen,BULK PACK_RTE_Frozen,F,Vegetable Cutlet 240 GM*2.88 KG NGP,,83.36,,77.18,120,120,PAC,Frozen Indian,Vegetable Cutlet 240 GM (2.88 kg C/S),12,4.167,FF012102400288000D,,2984,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK8302400288,21069099,,,240,,,77.18,Minute Khana,Vegetable Cutlet,,,,,,,9aa7f0a9-b114-42ba-b5f1-552e8c488576,A9DDBA445E9309B79A078E1FBC0B7C8B,TRUE,,,,NAGPUR,Domestic,3538
CAR,KG,MRP 5,Snaclite Noodle Sticks MRP 5,BIC6C490110A33857,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snaclite NOODLE STICKS 16 Gm*2.88 (GW),,3.3483,,3.12,5,5,PAC,Extruded,Snaclite NOODLE STICKS 16 Gm*2.88 (GW),180,62.5,FI011000160288000D,,2684,FALSE,FALSE,,1,A3,,,,0,,,12,,F4493000557R,21069099,,,16,,,3.12,Snac Lite,Snaclite Noodle Sticks,,,,,,,2cccb264-5624-40ee-91d2-5df99335681e,CEC5EA6377F0E5B01266CFDB482C42D0,TRUE,LADDI,12,,NOIDA,Domestic,3857
CAR,KG,BULK PACK,Frozen Others Frozen Others Frozen,FFD6L735351D73581,RTE_Frozen,BULK PACK_RTE_Frozen,F,Medu Wada 2 KG*10 KG NGP,,334.9758,,304.52,395.27,395.27,PAC,Frozen Indian,Medu Wada 2 Kg (10 Kg C/S),5,0.5,FF556620001000000D,,1678,FALSE,FALSE,,1,D7,,,,0,,,18,,FDFSK8720001000,21069099,,,2000,,291.41,304.52,Frozen Indian,Medu Wada,,,,,,,02a0b563-6639-468e-a719-0003cb983e8c,C3AC48E1CEB2D571FBDF51326DC78E2C,TRUE,,,,NAGPUR,Domestic,3581
CAR,KG,MRP 5,Snaclite Noodle Sticks MRP 5,BIC6C490110A33857,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snac Lite Noodle Sticks 25 GM*2.7 KG,,3.5714,,3.36,5,5,PAC,Extruded,Snac Lite Noodle Stick 25g (2.7Kg CS)DOM,108,40,FI011000250270000D,,2646,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMD6200250270,21069099,,,25,,3.2,3.36,Snac Lite,Snaclite Noodle Sticks,,,,,,,60e425c3-12bd-4438-aaf0-6a718b874bde,D84A3EBF944257AAA55A964C1BB7EF66,TRUE,LADDI,12,,NAGPUR,Domestic,3857
CAR,KG,MRP 5,Snaclite Soya Katori MRP 5,BIC6C492208A33859,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snac Lite Soya Katori 20 GM * 2.88 KG,,3.661,,3.42,5,5,PAC,Extruded,SNAC LITE SOYA KATORI 20 GM*2.880,144,50,FI220800200288001D,,2653,FALSE,FALSE,,1,A3,,,,0,,,12,,F4549000555R,21069099,,,20,0,0,0,Snac Lite,Snac Lite Soya Katori,,,,,,,6a9c77d2-d008-4e47-8d2c-b2a695d0536e,241A6057B27B899B841641C059EBDED9,TRUE,LADDI,12,,NOIDA,Domestic,2675
CAR,KG,MRP 5,Snaclite Soya Katori MRP 5,BIC6C492208A33859,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snac Lite Soya Katori 22GM*3.96KG,,3.5714,,3.36,5,5,PAC,Extruded,Snac Lite Soya Katori 22Gm (3.960 Kg/CS),180,45.455,FI220800220396002D,,2654,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMD3900220396,21069099,,,22,,3.2,3.36,Snac Lite,Snac Lite Soya Katori,,,,,,,b818aa5e-45ba-455b-9644-f4a7b591e72d,D96959C5B9C404F5BB3C75409E0EA813,TRUE,LADDI,12,,NAGPUR,Domestic,2675
CAR,KG,MRP 5,Snaclite Soya Katori MRP 5,BIC6C492208A33859,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snaclite Soya Katori 22 GM*3.168 KG,,3.661,,3.42,5,5,PAC,Extruded,Snaclite SOYA KATORI 22 Gm*3.1680,144,45.455,FI220800220316800D,,2694,FALSE,FALSE,,1,A3,,,,0,,,12,,F4549000552R,21069099,,,22,,3.28,3.42,Snac Lite,Snac Lite Soya Katori,,,,,,,3ecbfec8-7035-48ea-a3ee-51c2c29ba00d,B03A777734F94F5F792A38A8C304826A,TRUE,LADDI,12,,NOIDA,Domestic,3859
CAR,KG,MRP 5,Snaclite Soya Katori MRP 5,BIC6C492208A33859,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snaclite Soya Katori MRP 5|22 GM*3.96 KG,,3.661,,3.42,5,5,PAC,Extruded,Snaclite SOYA KATORI 22 Gm*3.960,180,45.455,FI220800220396001D,,2698,FALSE,FALSE,,1,A3,,,,0,,,12,,F4549000554R,21069099,,,22,,3.28,3.42,Snac Lite,Snac Lite Soya Katori,,,,,,,b29a6696-aca1-4c4c-bf32-a3b78ca1e60c,3F0A1653CEAB873BDB6FFED7B5E6A863,TRUE,LADDI,12,,NOIDA,Domestic,3859
CAR,KG,MRP 5,Snaclite Soya Katori MRP 5,BIC6C492208A33859,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Snac Lite Soya Katori 20 GM,,3.5714,,3.36,5,5,PAC,Extruded,Snac Lite Soya Katori 20Gm (2.880 Kg/CS),144,50,FI220800200288002D,,2652,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMD3900200288,21069099,,,20,0,3.2,3.36,Snac Lite,Snac Lite Soya Katori,,,,,,,a44f5bd5-7156-4152-9d7c-2b6c3047e5c4,41B85E0A4B19E90F16FEE61269706DDC,TRUE,LADDI,12,,NAGPUR,Domestic,3859
CAR,KG,MRP 50,Ting Ring Choco 100 Gm,AIM9C710227F81592,Western Snacks_In-Home,MRP 50_Western Snacks_In-Home,A,Chocolate Choco 100 GM*2 KG,,36.2161,,34.16,50,50,PAC,Confectionery,Ting Ring (Choco) 100 Gm (2 KgC/s) Standy,20,10,FI022701000200000D,,745,FALSE,FALSE,,1,F8,,,,0,,,18,,FDNMA9801000200,19041090,,,100,,32.85,34.16,Ting Ring,Chocolate Choco,,,,,,,32681005-d41a-477f-b163-b98e762d950a,86096D2F1D89732608CE95FBD7128556,TRUE,,,,NAGPUR,Domestic,1592
CAR,KG,MRP 10,Banana Chips Black Pepper MRP 10,BIA3A110155A10159,Western Snacks_Out of Home,MRP 10_Western Snacks_Out of Home,B,BananaChips BlackPepper 28GM*5.04KG NGP,,7.6313,,7.19,10,10,PAC,Banana Chips,Banana Chips - BlackPepper 28 Gm (5.0 4000 Gm),180,35.714,FI015500280504000D,,167,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMD0200280504,20089999,,,28,0,6.92,7.19,Banana Chips,Banana Chips Black Pepper,,,,,,,25fa405a-c43f-4776-910e-9bccf3d321fe,F19C80434E30D4422B3D7297924C648A,TRUE,LADDI,12,,NAGPUR,Domestic,159
CAR,KG,MRP 30,Banana Chips Black Pepper 80 Gm,AIA3A110155A40158,Western Snacks_In-Home,MRP 30_Western Snacks_In-Home,A,BananaChips BlackPepper 80GM*5.76KG NGP,,22.8938,,21.59,30,30,PAC,Banana Chips,Banana Chips - BlackPepper 80 Gm (5.76Kg),72,12.5,FI015500800576000D,,168,FALSE,FALSE,,1,A4,,,,0,,,12,,FDNMD0200800576,20089999,,,80,,20.76,21.59,Banana Chips,Banana Chips Black Pepper,,,,,,,4bd9325c-7ba5-4ea1-bc88-ca6023bf2b71,CD5DE050A7D306C2E6F3AB3AD27C35D1,TRUE,,,,NAGPUR,Domestic,158
CAR,KG,LARGE PACK,Banana Chips Black Pepper 160 Gm,AIA3A110155E50157,Western Snacks_In-Home,LARGE PACK_Western Snacks_In-Home,A,BananaChips BlackPepper 160GM*5.76KG NGP,,45.7875,,43.19,60,60,PAC,Banana Chips,Banana Chips - BlackPepper 1 60 Gm(5.76Kg),36,6.25,FI015501600576000D,,166,FALSE,FALSE,,1,E5,,,,0,,,12,,FDNMD0201600576,20089999,,,160,,41.53,43.19,Banana Chips,Banana Chips Black Pepper,,,,,,,2132faab-5520-4f9e-bbdd-d7f9a4c62232,43BB9D19CDCC076EB5E7AEB7540BEB33,TRUE,,,,NAGPUR,Domestic,157
