insertid,Region_Code,REGION,RSM_Code,RSM_Area,SO,Distributor_Code,Distributor_Name,distributor_channel_type,distributor_type,distributor_city,distributor_state,UID,RetailerCode,RetailerName,SalesMan_Code,SalesMan_Name,Sales_Rep_Phone,saleman_role,Type,outlet_type,Sub_Type,Price_Group,Retailer_Group,Route_Code,Route_Name,warehouse_id,Category_Code,Category_Name,Sub_Channel_Code,Sub_Channel_Name,Channel_Code,Channel_Name,Class_Name,ACCOUNT_CODE,ACCOUNT_NAME,PAN_No,GST_No,Address_1,Address_2,Address_3,Address_4,outlet_pin_code,Town,City,State,latitude,longitude,Contact_Name,Mobile,Email,owner_name,owner_mobile,Aadhar,Credit_Limit,Credit_Period,cash_credit,source,Location_Code,Location_Name,Return_Qty,Return_Value,FSSAI_No,FSSAI_Exp_Date,Retailer_Created_On,outlet_createdby_id,outlet_createdbyname,Modified_Date,Retailer_Reference_Code,IsActive,last_order_date,last_invoice_date,otp_verified
3592,-,West,-,-,-,1100730155,NIDHI MARKETING,GT,Super Redistribution Wholesaler,Kolhapur,MAHARASHTRA,-,775765,S K AGENCY,5445,Mohsin Raju Sayyad,,USR,-,RRW,-,-,-,-,-,235,-,-,-,-,-,-,-,-,-,-,27AUHPL2822N1ZB,,-,-,-,,Sangole,Miraj,UTTAR PRADESH,0.000000,0.000000,-,8329596768,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21523040000054,-,45205,,Hanmant Basapa Kuri,45748,-,1,45797,45797,NULL
3593,-,North,-,-,-,1100730842,SHREE BABA TRADERS,GT,Hybrid Redistribution Wholesaler,Haldwani,UTTARAKHAND,-,775769,BURATHI MEDICOES,7823,Nand Kishor Bhatt,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,469,-,-,-,-,-,-,-,-,-,-,05DZHPS3452R2ZK,,-,-,-,,Champawat,Champawat,MAHARASHTRA,0.000000,0.000000,-,8057284473,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45205,,Shree Baba Traders,45748,-,1,45798,45798,NULL
3594,-,North,-,-,-,1100727042,ARIHANT TRADERS,GT,Hybrid Redistribution Wholesaler,Muzaffarnagar,UTTAR PRADESH,-,775772,LUXMI TRADERS,7353,Sachin Kumar,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,-,09AGLPG4837A1ZJ,,-,-,-,,Budhana,Muzaffarnagar,UTTAR PRADESH,0.000000,0.000000,-,918979798479,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45205,,ARIHANT TRADERS,45748,-,1,45778,45778,NULL
3595,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,775789,ARHAM TAREDING,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10AFZPJ7094R1ZF,,-,-,-,,Purnia,Purnia,UTTAR PRADESH,0.000000,0.000000,-,9939083247,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,10416340000232,-,45205,,Sark Traders,45748,-,1,45769,45769,NULL
3596,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,775798,DEV AGENCY,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10GMWPK7413P1ZD,,-,-,-,,Kasba,Purnia,WEST BENGAL,0.000000,0.000000,-,9939713716,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,10421340000222,-,45205,,Sark Traders,45748,-,1,45775,45775,NULL
"3597, '-', 'West', '-', '-', '-', '1100739644', 'AJAY SALES', 'GT', 'Super Redistribution Wholesaler', 'Chhindwara', 'MADHYA PRADESH', '-', '775802', 'M/S Bhawani medical agency Jalaram ward', '2309', 'AKASH PANDEY', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '21126', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23CXBPB0115P1ZX', '', '-', '-', '-', '', 'Pandhurna (M"
3598,-,South,-,-,-,1100731433,ISHA TRADELINKS,GT,Hybrid Redistribution Wholesaler,Kollam,KERALA,-,775804,VAROOR AGENCIES,6941,VAISAKH MD,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5038,-,-,-,-,-,-,-,-,-,-,32AGJPP6587E1Z4,,-,-,-,,Mulavana,Kollam,BIHAR,0.000000,0.000000,-,9656966314,-,-,-,-,999999999,1000,credit,web,-,-,0,0.00,,-,45205,,CHITRA AGENCIES,45748,-,1,45797,45797,NULL
3599,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,775821,M/S BHAGAT VARIETY STORE,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10ERSPK0236B2ZA,,-,-,-,,Purnia,Purnia,MADHYA PRADESH,0.000000,0.000000,-,8405099921,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45205,,Sark Traders,45748,-,1,45793,45793,NULL
"3600, '-', 'South', '-', '-', '-', '1100731110', 'FRIENDS AGENCIE', 'GT', 'Hybrid Redistribution Wholesaler', 'Ernakulam', 'KERALA', '-', '775826', 'MARYAM TRADE LINKS', '6680', 'ABI MOHAN', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '2562', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '32FJGPP2694F1Z1', '', '-', '-', '-', '', 'Aluva (M"
3601,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,775898,SUNDAR AGENCY,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10AHAPD7255P2ZE,,-,-,-,,Purnia,Purnia,UTTAR PRADESH,0.000000,0.000000,-,9431666753,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45205,,Sark Traders,45748,-,1,45764,45764,NULL
3602,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,775910,M/S LAXMI STORE,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10DYVPK5210E1ZP,,-,-,-,,Purnia,Purnia,MADHYA PRADESH,0.000000,0.000000,-,7004497057,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45205,,Sark Traders,45748,-,1,45793,45793,NULL
"3603, '-', 'East', '-', '-', '-', '1100736687', 'M/S SHAHI TRADERS', 'GT', 'Hybrid Redistribution Wholesaler', 'Hazaribag', 'JHARKHAND', '-', '775917', 'KHUSHBU TRADING', '2616', 'VIKASH SONKER', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '10796', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Charhi (CT"
3604,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,775944,SAURAV STORE,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10BKOPM7068P1ZH,,-,-,-,,Purnia,Purnia,MAHARASHTRA,0.000000,0.000000,-,7903072721,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,2042134100261,-,45205,,Sark Traders,45748,-,1,45775,45775,NULL
3605,-,East,-,-,-,1100734415,M/S BANSHIDHAR GALLA BHANDAR,GT,Hybrid Redistribution Wholesaler,Garhwa,JHARKHAND,-,775952,M/S PRAGYA MEDICINE CORNER,6512,MUKESH KUMAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,9748,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Kanri,Garhwa,MADHYA PRADESH,0.000000,0.000000,-,9631891272,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45205,,SK AGENCIES,45748,-,1,45796,45796,NULL
"3606, '-', 'South', '-', '-', '-', '1100731299', 'V H AGENCIES', 'GT', 'Hybrid Redistribution Wholesaler', 'Malappuram', 'KERALA', '-', '775967', 'AMINA TRADERS', '5337', 'Krishnadas K B', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '4278', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '32BNCPM6988D1ZV', '', '-', '-', '-', '', 'Tirur (M"
3607,-,North,-,-,-,1100731479,M/S HIMANSHU AGENCIES,GT,Super Redistribution Wholesaler,Prayagraj,UTTAR PRADESH,-,775970,KAVYA ENTERPRISES,1852,TEJBALI,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5229,-,-,-,-,-,-,-,-,-,-,09ECAPK0383Q1Z4,,-,-,-,,Sirsa,Allahabad,WEST BENGAL,0.000000,0.000000,-,8318500389,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12721005000181,-,45206,,M/S HIMANSHU AGENCIES,45748,-,1,45794,45794,NULL
3608,-,North,-,-,-,1100731479,M/S HIMANSHU AGENCIES,GT,Super Redistribution Wholesaler,Prayagraj,UTTAR PRADESH,-,775975,J.P. ENTERPRISES,1852,TEJBALI,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5229,-,-,-,-,-,-,-,-,-,-,09CNEPK5696K1Z9,,-,-,-,,Koraon,Allahabad,MAHARASHTRA,0.000000,0.000000,-,9918154569,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22718151000158,-,45206,,M/S HIMANSHU AGENCIES,45748,-,1,45782,45782,NULL
3609,-,North,-,-,-,1100739478,M/S VIJAY TRADERS,GT,Super Redistribution Wholesaler,Pratapgarh,UTTAR PRADESH,-,775986,APNA KIRANA STORE,6245,Akhilesh Kumar,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,20982,-,-,-,-,-,-,-,-,-,-,09ADSPL2905Q1ZR,,-,-,-,,MANIKPUR,Pratapgarh,MAHARASHTRA,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12717008000010,-,45206,,M/S HIMANSHU AGENCIES,45748,-,1,45792,45792,NULL
3610,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,776028,ARVIND ENTERPRISES,6766,PRASHAND KUMAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AGEPT7598L1ZA,,-,-,-,,SHAHGANJ,Robertsganj,WEST BENGAL,0.000000,0.000000,-,6392406005,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22718368000203,-,45206,,M/S.TEA LEAF INDIA,45748,-,1,45786,45786,NULL
3611,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,776066,SHUBHAM ENTERPRISES,3038,SUNIL KUMAR SRIVASATAV,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09BINPD6121P1ZU,,-,-,-,,DUDHHI,Dudhi,MAHARASHTRA,0.000000,0.000000,-,9935836979,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12722043000163,-,45206,,M/S.TEA LEAF INDIA,45748,-,1,45796,45796,NULL
"3612, '-', 'West', '-', '-', '-', '1100730119', 'BHUMKAR TRADERS', 'GT', 'Super Redistribution Wholesaler', 'SOLAPUR', 'MAHARASHTRA', '-', '776092', 'SHREE LAXMI AGENCIES', '2265', 'Yusuf Ahmed Asattar Patel', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '234', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '27AXSPV2881K2ZE', '', '-', '-', '-', '', 'Sangole (M Cl"
"3613, '-', 'West', '-', '-', '-', '1100730601', 'VICTOR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Indore', 'MADHYA PRADESH', '-', '776103', 'RAJESH MEDICAL AGENCIES [KHARGONE]', '4218', 'SHANKAR HIRVANI', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '312', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23AARPM3538Q1Z0', '', '-', '-', '-', '', 'Khargone (M + OG"
"3614, '-', 'South', '-', '-', '-', '1100731532', 'BANU ENTERPRISES', 'GT', 'Hybrid Redistribution Wholesaler', 'Mysuru (Mysore"
3615,-,East,-,-,-,1100739604,ANKIT ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Katihar,BIHAR,-,776144,SARASWATI ENTERPRISES,7716,ROHIT KUMAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,20983,-,-,-,-,-,-,-,-,-,-,10APEPG9824M1ZU,,-,-,-,,Katihar,Katihar,MAHARASHTRA,0.000000,0.000000,-,8340565841,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,10421350000074,-,45206,,Sumit Trading Co.,45748,-,1,45793,45793,NULL
"3616, '-', 'West', '-', '-', '-', '1100730119', 'BHUMKAR TRADERS', 'GT', 'Super Redistribution Wholesaler', 'SOLAPUR', 'MAHARASHTRA', '-', '776171', 'PARNAVI TRADERS', '2265', 'Yusuf Ahmed Asattar Patel', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '234', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Sangole (M Cl"
3617,-,East,-,-,-,1100727396,MANSI TRADERS,GT,Hybrid Redistribution Wholesaler,Muzaffarpur,BIHAR,-,776180,RADHE KRISHNA AGENCY,2442,Amarnath kumar,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,-,10AJLPG1927A1Z0,,-,-,-,,Muzaffarpur,Muzaffarpur,WEST BENGAL,0.000000,0.000000,-,7766969628,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45206,,MANSI TRADERS,45748,-,1,45796,45796,NULL
"3618, '-', 'North', '-', '-', '-', '1100727397', 'SHREE BALAJI AGENCIES', 'GT', 'Hybrid Redistribution Wholesaler', 'Ludhiana', 'PUNJAB', '-', '776202', 'Arora Traders', '4160', 'DAVINDER KUMAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '72', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '03AFYPA6551K1Z6', '', '-', '-', '-', '', 'Ahmedgarh (M Cl"
3619,-,North,-,-,-,1100740061,M/s Maa Gayatri Enterprises,GT,Hybrid Redistribution Wholesaler,Ayodhya,UTTAR PRADESH,-,776218,Navneet Enterprises,6485,Sarvesh Singh,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,22078,-,-,-,-,-,-,-,-,-,-,09PSFPS3316K1Z0,,-,-,-,,Darshan Nagar,Faizabad,UTTAR PRADESH,0.000000,0.000000,-,9721025559,-,-,-,-,888888888,805,credit,mobile,-,-,0,0.00,20221207104231900,-,45206,,RAMESH SHUKLA,45748,-,1,45797,45791,NULL
3620,-,North,-,-,-,1100730840,M/S SHIV PRASAD SITA RAM,GT,Hybrid Redistribution Wholesaler,Lakhimpur Kheri,UTTAR PRADESH,-,776246,M/S KRISHNA TRADERS,6901,Rohit Tiwari,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,468,-,-,-,-,-,-,-,-,-,-,09BZCPK3391L2ZX,,-,-,-,,Dhakerwa,Lakhimpur,UTTAR PRADESH,0.000000,0.000000,-,9616557596,-,-,-,-,888888888,805,credit,mobile,-,-,0,0.00,22722324000387,-,45206,,Shashi Bhushan Bajpai,45748,-,1,45754,45754,NULL
3621,-,West,-,-,-,1100730984,M/S OJAS AGENCY,GT,Hybrid Redistribution Wholesaler,Sagar,MADHYA PRADESH,-,776256,Arvind medical Ajency,7795,MANEESH KUMAR CHOURASIYA,,RSR,-,RRW,-,-,-,-,-,1366,-,-,-,-,-,-,-,-,-,-,23AONPJ8160P1ZC,,-,-,-,,Giloha,Ghuwara,UTTAR PRADESH,0.000000,0.000000,-,9993936211,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21422550000215,-,45206,,Rajesh Kumar Chaurasia,45785,-,1,45638,45639,NULL
3622,-,West,-,-,-,1100739644,AJAY SALES,GT,Super Redistribution Wholesaler,Chhindwara,MADHYA PRADESH,-,776270,AGARWAL AGENCY JAMAI,2309,AKASH PANDEY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,21126,-,-,-,-,-,-,-,-,-,-,23BDYPA4916P1Z0,,-,-,-,,Jamai Ryt.,Jamai,UTTAR PRADESH,0.000000,0.000000,-,9425872720,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21423210001676,-,45206,,AKASH PANDEY,45748,-,1,45784,45784,NULL
"3623, '-', 'West', '-', '-', '-', '1100730849', 'STAR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Bajwa', 'GUJARAT', '-', '776271', 'OMAN AGENCY (DAHOD"
3624,-,North,-,-,-,1100729063,OORJA MARKETING,GT,Super Redistribution Wholesaler,Jaipur,RAJASTHAN,-,776289,AMAR ENTERPRISES,1856,Deepak Singhal,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,08AEHPK1149R1ZZ,,-,-,-,,TONK,Tonk,WEST BENGAL,0.000000,0.000000,-,9214459501,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45206,,OORJA MARKETING,45748,-,1,45787,45787,NULL
"3625, '-', 'West', '-', '-', '-', '1100733204', 'SHREE KRISHNA SALES', 'GT', 'Super Redistribution Wholesaler', 'Nadiad', 'GUJARAT', '-', '776297', 'Shree Ji Enterprise', '4391', 'Jaydip Kumar Vaghela', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '9035', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '24CHGPS7848D1Z1', '', '-', '-', '-', '', 'Dakor (M + OG"
3626,-,North,-,-,-,1100729611,ABHAY SALES AGENCIES,GT,Hybrid Redistribution Wholesaler,Jodhpur,RAJASTHAN,-,776301,SHREE NIWAS AGENCIES,2876,Amjad Khan,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,161,-,-,-,-,-,-,-,-,-,-,08CNZPS2579C1Z7,,-,-,-,,Bhopalgarh,Bhopalgarh,MADHYA PRADESH,0.000000,0.000000,-,9414601131,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,30231006114661200,-,45206,,Abhay Sales Agencies,45748,-,1,45783,45783,NULL
3627,-,North,-,-,-,1100728870,M/S BHASKAR SALES,GT,Super Redistribution Wholesaler,Kanpur,UTTAR PRADESH,-,776302,LATA SALES RAMAIPUR,2807,Sanjay Singh,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,139,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Ramaipur,Kanpur,MAHARASHTRA,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45206,,Bhaskar Sales,45748,-,1,45790,45791,NULL
3628,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,776314,SATYENDRA KIRANA STORE,3446,NARENDRA PRATAP SINGH,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09CBJPK9389J1ZP,,-,-,-,,JANGIGANJ,Bhadohi,UTTAR PRADESH,0.000000,0.000000,-,9936854904,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22721364000087,-,45206,,M/S.TEA LEAF INDIA,45748,-,1,45790,45790,NULL
3629,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,776318,VASU ENTERPRISES,3446,NARENDRA PRATAP SINGH,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09DFUPS1409M1ZM,,-,-,-,,Padari,Mirzapur,MAHARASHTRA,0.000000,0.000000,-,9918618046,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45206,,M/S.TEA LEAF INDIA,45748,-,1,45797,45797,NULL
3630,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,776324,NICE PHARMACEUTICALS,6242,Ranjeet Kumar Yadav,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AXZPA8781G1ZP,,-,-,-,,Gyanpur,Bhadohi,TAMIL NADU,0.000000,0.000000,-,9794905468,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22723364000161,-,45206,,M/S.TEA LEAF INDIA,45748,-,1,45794,45794,NULL
"3631, '-', 'South', '-', '-', '-', '1100728848', 'Kottayam Business Associates PVT LT', 'GT', 'Hybrid Redistribution Wholesaler', 'Kottayam', 'KERALA', '-', '776358', 'KUNNAMKULAM STATIONERY', '2912', 'RENJITH KS', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '147', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '32AABFK6552C1ZT', '', '-', '-', '-', '', 'Changanassery (M"
"3632, '-', 'West', '-', '-', '-', '1100730119', 'BHUMKAR TRADERS', 'GT', 'Super Redistribution Wholesaler', 'SOLAPUR', 'MAHARASHTRA', '-', '776397', 'SHRAVANI ENTERPRISES', '2265', 'Yusuf Ahmed Asattar Patel', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '234', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Sangole (M Cl"
3633,-,East,-,-,-,1100730809,M/s V. K. Agriculture,GT,Hybrid Redistribution Wholesaler,West Champaran,BIHAR,-,776406,DEEPAK PHARMA,2981,Mukesh Kumar Barnwal,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,604,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Sikta Kalan,Bettiah,Andhra Pradesh,0.000000,0.000000,-,7542069840,-,-,-,-,9999999999.99999,365,credit,mobile,-,-,0,0.00,,-,45207,,Mukesh Kumar Barnwal,45748,-,1,45773,45773,NULL
3634,-,South,-,-,-,1100731432,GREENS MARKETTING,GT,Hybrid Redistribution Wholesaler,Wayanad,KERALA,-,776407,SKYWAY MARKETING,6984,MIDHUN THOMAS,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5041,-,-,-,-,-,-,-,-,-,-,32AELFS5303R1ZL,,-,-,-,,Sulthanbathery,Sulthanbathery,WEST BENGAL,0.000000,0.000000,-,9746540641,-,-,-,-,999999999,1000,credit,web,-,-,0,0.00,,-,45207,,GREENS MARKETING,45748,-,1,45793,45794,NULL
"3635, '-', 'East', '-', '-', '-', '1100731733', 'S P Medicine', 'GT', 'Hybrid Redistribution Wholesaler', 'Bardhaman', 'WEST BENGAL', '-', '776410', 'LNM ENTERPRISE (ARUAR"
3636,-,East,-,-,-,1100730247,SARK TRADERS,GT,Hybrid Redistribution Wholesaler,Purnea,BIHAR,-,776430,BABA MEDICAL AND SURGICAL AGENCY,3216,Subir Gupta,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,10CCZPK4038D1ZP,,-,-,-,,Purnia,Purnia,UTTARAKHAND,0.000000,0.000000,-,9939072876,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45208,,Sark Traders,45748,-,1,45733,45733,NULL
3637,-,East,-,-,-,1100731129,JOY DURGA DRUG HOUSE,GT,Super Redistribution Wholesaler,BIRBHUM,WEST BENGAL,-,776447,SUKDEB GANGULY,7749,Chandan Chowdhury,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,2547,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,PANRUI,Bansihari,KARNATAKA,0.000000,0.000000,-,9647517549,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45208,,JOY DURGA DRUG HOUSE,45748,-,1,45789,45789,NULL
3638,-,South,-,-,-,1100731994,Lakshmi Venkateswara Enterprises,GT,Hybrid Redistribution Wholesaler,Nellore,Andhra Pradesh,-,776451,Bharath Agency,6284,Kancharla Sai Krishna,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,6955,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,,Venkatachalam,UTTAR PRADESH,0.000000,0.000000,-,9494319129,-,-,-,-,999999999,1000,credit,mobile,-,-,0,0.00,,-,45208,,Ugesh Kumar,45750,-,1,45793,45793,NULL
3639,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,776456,SHRI KRISHNA PHARMA,2297,ASHUTOSH KUMAR SHUKLA,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09CSKPP3829C1Z1,,-,-,-,,Sikarara,Jaunpur,MAHARASHTRA,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45208,,M/S.TEA LEAF INDIA,45748,-,1,45792,45792,NULL
3640,-,North,-,-,-,1100727758,JALANDHAR SALES & CO.,GT,Hybrid Redistribution Wholesaler,Jalandhar,PUNJAB,-,776478,M/S MAHAJAN PANSARI & DRY FRUIT HOUSE,2742,NAVDEEP SINGH,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,98,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Bhangala,MUKERIAN,UTTAR PRADESH,0.000000,0.000000,-,7888945996,-,-,-,-,888888888,805,credit,mobile,-,-,0,0.00,,-,45208,,NAVDEEP SINGH,45748,-,1,45793,45793,NULL
3641,-,West,-,-,-,1100731263,PALAK ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Satara,MAHARASHTRA,-,776544,Matoshri agency And Pharma distributors,4796,Arun Raghunath Mohite,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,3703,-,-,-,-,-,-,-,-,-,-,27AQJPL6019R1Z4,,-,-,-,,Mhate bk,Satara,PUNJAB,0.000000,0.000000,-,9766845859,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,,-,45208,,Rushikesh Ramchandra Shinde,45748,-,1,45754,45754,NULL
"3642, '-', 'North', '-', '-', '-', '1100730758', 'VANSH SALES CORPORATIONS', 'GT', 'Super Redistribution Wholesaler', 'Ambala', 'HARYANA', '-', '776546', 'VIJAY TRADING CO', '4682', 'Ravi Kumar', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '368', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '06BHIPK8006L1Z5', '', '-', '-', '-', '', 'Dhand (9"
